,OSEBuildingID,DataYear,BuildingType,PrimaryPropertyType,PropertyName,CouncilDistrictCode,Neighborhood,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),ListOfAllPropertyUseTypes,LargestPropertyUseType,LargestPropertyUseTypeGFA,ENERGYSTARScore,SiteEUI(kBtu/sf),SiteEUIWN(kBtu/sf),SourceEUI(kBtu/sf),SourceEUIWN(kBtu/sf),SiteEnergyUse(kBtu),SiteEnergyUseWN(kBtu),SteamUse(kBtu),Electricity(kWh),Electricity(kBtu),NaturalGas(therms),NaturalGas(kBtu),TotalGHGEmissions,GHGEmissionsIntensity,DefaultData,ComplianceStatus,ZipCode,Latitude,Longitude,Address,City,State,energy_grad,full_address
1161,24108,2015,NonResidential,Warehouse,SPEAR BUILDING,2,GREATER DUWAMISH,1963,1.0,1.0,100386,0,100386,"NON-REFRIGERATED WAREHOUSE, OTHER - SERVICES",Non-Refrigerated Warehouse,50628.0,,39.1,44.0,91.8,95.0,3921557.0,4421146.0,0.0,715131.0,2440129.0,14815.0,1481530.0,95.69,0.85,No,Compliant,19584.0,47.56845,-122.3274105,4005 6TH AVE S,SEATTLE,WA,NC,"4005 6TH AVE S,SEATTLE,WA"
2771,24108,2016,NonResidential,Warehouse,Spear Building,2,GREATER DUWAMISH,1963,1.0,1.0,100386,0,100386,"NON-REFRIGERATED WAREHOUSE, OTHER - SERVICES",Non-Refrigerated Warehouse,50628.0,,36.09999847,40.5,81.6,86.1,3626431.5,4060714.75,0.0,614081.5,2095246.0,15311.85156,1531185.0,95.93,0.96,False,Compliant,98108.0,47.56845,-122.32732,4005 6th Ave S,Seattle,WA,NC,"4005 6th Ave S,Seattle,WA"
1162,24112,2015,NonResidential,Warehouse,FLEET PRIDE,2,GREATER DUWAMISH,1966,1.0,1.0,24354,0,24354,"DISTRIBUTION CENTER, OFFICE",Distribution Center,18470.0,2.0,44.7,46.6,102.7,106.4,1088016.0,1135402.0,0.0,190425.0,649758.0,4383.0,438284.0,27.81,1.03,No,Compliant,18388.0,47.56758,-122.3261154,600 S DAKOTA ST,SEATTLE,WA,D,"600 S DAKOTA ST,SEATTLE,WA"
2772,24112,2016,NonResidential,Warehouse,FleetPride,2,GREATER DUWAMISH,1966,1.0,1.0,24354,0,24354,"DISTRIBUTION CENTER, OFFICE",Distribution Center,18470.0,10.0,30.20000076,30.20000076,72.3,72.3,735907.8125,735907.8125,0.0,138417.2969,472280.0,2636.280273,263628.0,17.29,0.71,False,Compliant,98108.0,47.56758,-122.32638,600 S Dakota St,Seattle,WA,D,"600 S Dakota St,Seattle,WA"
1163,24115,2015,NonResidential,Warehouse,STUSSER ELECTRIC CO,2,GREATER DUWAMISH,1959,1.0,1.0,33600,0,33600,"DISTRIBUTION CENTER, OFFICE",Distribution Center,24000.0,58.0,24.5,24.5,64.8,64.8,824483.0,824483.0,0.0,183690.0,626777.0,1977.0,197732.0,14.87,0.36,No,Compliant,18388.0,47.56823,-122.3249835,660 S ANDOVER ST,SEATTLE,WA,B,"660 S ANDOVER ST,SEATTLE,WA"
2773,24115,2016,NonResidential,Warehouse,Stusser Electric,2,GREATER DUWAMISH,1959,1.0,1.0,33600,0,33600,"DISTRIBUTION CENTER, OFFICE",Distribution Center,24000.0,58.0,25.20000076,27.29999924,66.5,68.7,847419.375,918950.6875,0.0,188392.2031,642794.0,2046.25,204625.0,15.35,0.46,False,Compliant,98108.0,47.56823,-122.32506000000001,660 S Andover St,Seattle,WA,B,"660 S Andover St,Seattle,WA"
1164,24117,2015,NonResidential,Other,SAFELITE AUTO GLASS,2,GREATER DUWAMISH,1974,1.0,1.0,20819,0,20819,MANUFACTURING/INDUSTRIAL PLANT,Manufacturing/Industrial Plant,20819.0,2.0,80.0,98.6,157.1,176.6,1666221.0,2052896.0,0.0,213175.0,727382.0,9389.0,938869.0,54.93,2.49,No,Compliant,18388.0,47.56671,-122.3246812,665 S DAKOTA ST,SEATTLE,WA,D,"665 S DAKOTA ST,SEATTLE,WA"
2774,24117,2016,NonResidential,Other,IMAGINE VISUAL SERVICE (ID24117),2,GREATER DUWAMISH,1974,1.0,1.0,20819,0,20819,MANUFACTURING/INDUSTRIAL PLANT,Manufacturing/Industrial Plant,20819.0,,81.40000153,90.90000153,169.8,179.7,1694930.375,1891759.125,0.0,246130.2969,839797.0,8551.336914,855134.0,51.27,2.46,False,Compliant,98108.0,47.56671,-122.32446000000002,665 S DAKOTA ST,Seattle,WA,NC,"665 S DAKOTA ST,Seattle,WA"
1165,24118,2015,NonResidential,Warehouse,Industrial Way Building,2,GREATER DUWAMISH,1967,1.0,1.0,23296,0,23296,"NON-REFRIGERATED WAREHOUSE, OFFICE",Non-Refrigerated Warehouse,19471.0,,58.4,70.8,129.2,144.5,1360340.0,1649396.0,0.0,221628.0,756228.0,6041.0,604144.0,37.36,1.46,No,Compliant,18388.0,47.5668,-122.32508087,650 S INDUSTRIAL WAY,SEATTLE,WA,NC,"650 S INDUSTRIAL WAY,SEATTLE,WA"
2775,24118,2016,NonResidential,Warehouse,(ID24118) Industrial Way Building,2,GREATER DUWAMISH,1967,1.0,1.0,23296,0,23296,"NON-REFRIGERATED WAREHOUSE, OFFICE",Non-Refrigerated Warehouse,19471.0,,61.40000153,70.40000153,134.3,146.0,1429855.75,1639903.75,0.0,228213.5,778664.0,6511.909668,651191.0,40.01,1.72,False,Compliant,98108.0,47.5668,-122.32498999999999,650 S INDUSTRIAL WAY,Seattle,WA,NC,"650 S INDUSTRIAL WAY,Seattle,WA"
1166,24123,2015,NonResidential,Store,PARTS & SERVICE - PETERBILT,2,GREATER DUWAMISH,1954,1.0,1.0,35222,0,35222,"NON-REFRIGERATED WAREHOUSE, PARKING, REPAIR SERVICES (VEHICLE, SHOE, LOCKSMITH, ETC), RETAIL STORE",Non-Refrigerated Warehouse,15000.0,,53.0,58.8,122.3,128.4,1813864.0,2011311.0,0.0,320099.0,1092222.0,7217.0,721687.0,45.94,1.17,No,Compliant,18388.0,47.570190000000004,-122.3233796,3707 AIRPORT WAY S,SEATTLE,WA,NC,"3707 AIRPORT WAY S,SEATTLE,WA"
2776,24123,2016,NonResidential,Store,Parts and Service building,2,GREATER DUWAMISH,1954,1.0,1.0,35222,0,35222,"NON-REFRIGERATED WAREHOUSE, PARKING, REPAIR SERVICES (VEHICLE, SHOE, LOCKSMITH, ETC), RETAIL STORE",Non-Refrigerated Warehouse,15000.0,,51.40000153,53.79999924,124.0,126.5,1758134.625,1840153.25,0.0,336365.3125,1147678.0,6104.560059,610456.0,40.42,1.15,False,Compliant,98134.0,47.570190000000004,-122.32352,3707 Airport Way S,Seattle,WA,NC,"3707 Airport Way S,Seattle,WA"
1167,24132,2015,NonResidential,Warehouse,820 SOUTH ADAMS BUILDING,2,GREATER DUWAMISH,1957,1.0,1.0,25520,0,25520,REFRIGERATED WAREHOUSE,Refrigerated Warehouse,25200.0,100.0,40.7,40.8,85.4,85.9,1025205.0,1029212.0,0.0,150895.0,514876.0,5104.0,510350.0,30.69,1.12,No,Compliant,18388.0,47.5668,-122.3218029,820 S ADAMS ST,SEATTLE,WA,A+,"820 S ADAMS ST,SEATTLE,WA"
2777,24132,2016,NonResidential,Warehouse,820 South Adams Building: 820 South Adams Street,2,GREATER DUWAMISH,1957,1.0,1.0,25520,0,25520,REFRIGERATED WAREHOUSE,Refrigerated Warehouse,25200.0,100.0,63.90000153,70.5,114.8,121.8,1610794.75,1777297.75,0.0,168624.4063,575346.0,10354.4834,1035448.0,59.0,2.31,False,Compliant,98108.0,47.5668,-122.32149,820 South Adams Street,Seattle,WA,A+,"820 South Adams Street,Seattle,WA"
1168,24164,2015,SPS-District K-12,Education,SANISLO ELEMENTARY SCHOOL (SPS-DISTRICT),1,DELRIDGE,1970,1.0,1.0,41526,0,41526,K-12 SCHOOL,K-12 School,41526.0,72.0,49.1,63.5,95.7,114.7,2037693.0,2636908.0,0.0,257325.0,878029.0,11597.0,1159700.0,67.71,1.54,Yes,Compliant,18385.0,47.539609999999996,-122.35896301,1812 SW MYRTLE ST,SEATTLE,WA,A,"1812 SW MYRTLE ST,SEATTLE,WA"
2779,24164,2016,SPS-District K-12,Education,Sanislo Elementary,1,DELRIDGE,1970,1.0,1.0,41526,0,41526,K-12 SCHOOL,K-12 School,41526.0,79.0,43.70000076,49.0,89.9,97.3,1814947.0,2033428.125,0.0,256331.9063,874604.0,9403.424805,940342.0,56.04,1.35,True,Error - Correct Default Data,98106.0,47.539609999999996,-122.35866000000001,1812 S.W. Myrtle,Seattle,WA,A,"1812 S.W. Myrtle,Seattle,WA"
1169,24170,2015,NonResidential,Office,Willow Creek (Buildings 1 & 2),5,NORTH,1974,1.0,2.0,24291,0,24291,OFFICE,Office,24291.0,79.0,44.0,44.0,138.0,138.0,1067618.0,1067618.0,0.0,312901.0,1067663.0,0.0,0.0,7.44,0.12,No,Compliant,18792.0,47.70008,-122.3030519,9700 LAKE CITY WAY NE,SEATTLE,WA,A,"9700 LAKE CITY WAY NE,SEATTLE,WA"
2780,24170,2016,NonResidential,Office,Willow Creek (Buildings 1 & 2),5,NORTH,1974,1.0,2.0,24291,0,24291,OFFICE,Office,24291.0,87.0,37.90000153,37.90000153,119.0,119.0,920430.625,920430.625,0.0,269762.6875,920430.0,0.0,0.0,6.42,0.26,False,Compliant,98115.0,47.70008,-122.30321,9700 Lake City Way NE,Seattle,WA,A+,"9700 Lake City Way NE,Seattle,WA"
1170,24172,2015,NonResidential,Store,LES SCHWAB TIRES,5,NORTH,1958,1.0,2.0,20738,0,20738,RETAIL STORE,Retail Store,20738.0,44.0,24.0,24.0,75.4,75.4,497991.0,497991.0,0.0,145953.0,498012.0,0.0,0.0,3.47,0.06,No,Compliant,18792.0,47.70053,-122.3037562,9801 LAKE CITY WAY NE,SEATTLE,WA,B,"9801 LAKE CITY WAY NE,SEATTLE,WA"
2781,24172,2016,NonResidential,Store,Les Schwab Tire Center #396,5,NORTH,1958,1.0,2.0,20738,0,20738,RETAIL STORE,Retail Store,20738.0,44.0,25.39999962,25.39999962,79.8,79.8,526752.8125,526752.8125,0.0,154382.4063,526753.0,0.0,0.0,3.67,0.18,False,Compliant,98115.0,47.70053,-122.3038,9801 Lake City Way NE,Seattle,WA,B,"9801 Lake City Way NE,Seattle,WA"
1171,24178,2015,NonResidential,Store,LOFT WORKSHOPS,5,NORTH,2000,1.0,4.0,30948,0,30948,"OFFICE, OTHER",Office,11729.0,,40.0,44.5,125.7,139.6,938908.0,1042722.0,0.0,275178.0,938947.0,0.0,0.0,6.55,0.08,No,Compliant,19579.0,47.70175,-122.302613,10015 LAKE CITY WAY NE,SEATTLE,WA,NC,"10015 LAKE CITY WAY NE,SEATTLE,WA"
2782,24178,2016,NonResidential,Store,Workshops Seattle Lake City Way,5,NORTH,2000,1.0,4.0,30948,0,30948,"OFFICE, OTHER",Office,11729.0,,39.20000076,41.59999847,123.1,130.6,919746.3125,975936.5,0.0,269562.1875,919746.0,0.0,0.0,6.41,0.21,False,Compliant,98125.0,47.70175,-122.30268999999998,10015 Lake City Way NE,Seattle,WA,NC,"10015 Lake City Way NE,Seattle,WA"
1172,24180,2015,NonResidential,Office,PACIFIC MEDICAL CENTER,5,NORTH,1986,1.0,2.0,28385,7056,21329,MEDICAL OFFICE,Medical Office,20575.0,4.0,107.1,107.1,336.4,336.4,2204020.0,2204020.0,0.0,645961.0,2204111.0,0.0,0.0,15.37,0.21,No,Compliant,19579.0,47.7044,-122.322815,10416 5TH AVE NE,SEATTLE,WA,D,"10416 5TH AVE NE,SEATTLE,WA"
2783,24180,2016,NonResidential,Office,Pac Med Northgate,5,NORTH,1986,1.0,2.0,28385,7056,21329,MEDICAL OFFICE,Medical Office,20575.0,1.0,129.0,129.0,405.1,405.1,2654316.0,2654316.0,0.0,777935.375,2654315.0,0.0,0.0,18.5,0.65,False,Compliant,98144.0,47.7044,-122.32285,10416 5th Avenue NE,Seattle,WA,D,"10416 5th Avenue NE,Seattle,WA"
1173,24202,2015,NonResidential,Warehouse,WAREHOUSE,2,GREATER DUWAMISH,1978,1.0,1.0,21755,0,21755,"NON-REFRIGERATED WAREHOUSE, OFFICE",Non-Refrigerated Warehouse,17650.0,,45.0,50.1,121.0,137.0,901563.0,1004019.0,0.0,207368.0,707569.0,1940.0,194023.0,15.24,0.56,No,Compliant,19584.0,47.572540000000004,-122.32511139,3440 6TH AVE S,SEATTLE,WA,NC,"3440 6TH AVE S,SEATTLE,WA"
2784,24202,2016,NonResidential,Warehouse,Warehouse,2,GREATER DUWAMISH,1978,1.0,1.0,21755,0,21755,"NON-REFRIGERATED WAREHOUSE, OFFICE",Non-Refrigerated Warehouse,17650.0,,42.09999847,47.70000076,105.9,116.1,844076.8125,956406.375,0.0,173533.2969,592096.0,2519.810303,251981.0,17.51,0.8,False,Compliant,98134.0,47.572540000000004,-122.32548999999999,3440 6th Avenue S,Seattle,WA,NC,"3440 6th Avenue S,Seattle,WA"
1174,24205,2015,NonResidential,Other,640 S SPOKANE ST BLDG,2,GREATER DUWAMISH,1960,1.0,1.0,27933,0,27933,OTHER,Other,27933.0,,10.5,10.5,33.0,33.0,293217.0,293217.0,0.0,85937.0,293229.0,0.0,0.0,2.04,0.03,No,Compliant,19584.0,47.57217,-122.3243103,640 S SPOKANE ST,SEATTLE,WA,NC,"640 S SPOKANE ST,SEATTLE,WA"
2785,24205,2016,NonResidential,Other,640 S Spokane,2,GREATER DUWAMISH,1960,1.0,1.0,27933,0,27933,OTHER,Other,27933.0,,219.39999390000003,219.39999390000003,689.1,689.1,6129780.0,6129780.0,0.0,1796535.5,6129779.0,0.0,0.0,42.73,1.53,False,Compliant,98134.0,47.57217,-122.32421000000001,640 S. Spokane,Seattle,WA,NC,"640 S. Spokane,Seattle,WA"
1175,24209,2015,NonResidential,Office,ED WYSE BLDG,2,GREATER DUWAMISH,1983,1.0,1.0,23143,0,23143,"NON-REFRIGERATED WAREHOUSE, OFFICE",Office,15609.0,71.0,46.5,46.5,99.1,99.1,1076389.0,1076389.0,0.0,163238.0,556990.0,5194.0,519422.0,31.47,1.26,No,Compliant,18388.0,47.57013,-122.3244415,3701 7TH AVE S,SEATTLE,WA,A,"3701 7TH AVE S,SEATTLE,WA"
2786,24209,2016,NonResidential,Office,Ed Wyse Building,2,GREATER DUWAMISH,1983,1.0,1.0,23143,0,23143,"NON-REFRIGERATED WAREHOUSE, OFFICE",Office,15609.0,75.0,49.29999924,57.40000153,94.1,102.7,1139980.625,1328072.5,0.0,137694.2031,469813.0,6701.679688,670168.0,38.87,1.68,False,Compliant,98134.0,47.57013,-122.3244,3701 7th Avenue South,Seattle,WA,A,"3701 7th Avenue South,Seattle,WA"
1176,24216,2015,NonResidential,Office,CLEAR CHANNEL,2,GREATER DUWAMISH,1962,1.0,1.0,28800,0,28800,"NON-REFRIGERATED WAREHOUSE, OFFICE",Office,28800.0,58.0,52.1,52.1,118.5,118.5,1883864.0,1883864.0,0.0,323154.0,1102647.0,7813.0,781263.0,49.18,1.54,No,Compliant,19584.0,47.57075,-122.3267738,3601 6TH AVE S,SEATTLE,WA,B,"3601 6TH AVE S,SEATTLE,WA"
2787,24216,2016,NonResidential,Office,Lamar Advertising Company,2,GREATER DUWAMISH,1962,1.0,1.0,28800,0,28800,"NON-REFRIGERATED WAREHOUSE, OFFICE",Office,28800.0,73.0,58.29999924,67.5,98.2,107.5,2107743.75,2438706.5,0.0,230523.5938,786547.0,10288.219729999999,1028822.0,60.12,2.09,False,Compliant,98134.0,47.57075,-122.32723999999999,3601 Sixth Ave S.,Seattle,WA,A,"3601 Sixth Ave S.,Seattle,WA"
1177,24218,2015,NonResidential,Warehouse,COMMERCIAL PLASTICS,2,GREATER DUWAMISH,1952,1.0,1.0,39600,0,39600,NON-REFRIGERATED WAREHOUSE,Non-Refrigerated Warehouse,39600.0,80.0,11.5,11.5,36.1,36.1,455153.0,455153.0,0.0,133398.0,455172.0,0.0,0.0,3.17,0.03,Yes,Compliant,19584.0,47.57294,-122.328269,3414 4TH AVE S,SEATTLE,WA,A,"3414 4TH AVE S,SEATTLE,WA"
2788,24218,2016,NonResidential,Warehouse,Dutch Boy Building,2,GREATER DUWAMISH,1952,1.0,1.0,39600,0,39600,NON-REFRIGERATED WAREHOUSE,Non-Refrigerated Warehouse,39600.0,85.0,10.19999981,10.19999981,32.1,32.1,405050.4063,405050.4063,0.0,118713.5,405050.0,0.0,0.0,2.82,0.07,False,Compliant,98134.0,47.57294,-122.32811000000001,3414 4th Ave. So.,Seattle,WA,A+,"3414 4th Ave. So.,Seattle,WA"
1178,24219,2015,NonResidential,Warehouse,SB WAREHOUSE,2,GREATER DUWAMISH,1952,1.0,1.0,39600,0,39600,NON-REFRIGERATED WAREHOUSE,Non-Refrigerated Warehouse,39600.0,92.0,10.5,10.5,28.3,28.3,415975.0,415975.0,0.0,95987.0,327520.0,885.0,88469.0,6.98,0.14,No,Compliant,19584.0,47.57199,-122.3281661,3434 4TH AVE S,SEATTLE,WA,A+,"3434 4TH AVE S,SEATTLE,WA"
2789,24219,2016,NonResidential,Warehouse,SB Warehouse,2,GREATER DUWAMISH,1952,1.0,1.0,39600,0,39600,NON-REFRIGERATED WAREHOUSE,Non-Refrigerated Warehouse,39600.0,91.0,11.80000019,13.19999981,30.3,32.0,468396.9063,522105.3125,0.0,99262.29688,338683.0,1297.139771,129714.0,9.25,0.23,False,Compliant,98134.0,47.57199,-122.32811000000001,3434 4th Avenue S,Seattle,WA,A+,"3434 4th Avenue S,Seattle,WA"
1179,24225,2015,NonResidential,Warehouse,2900 (RIVER WEST),2,GREATER DUWAMISH,1937,1.0,1.0,41248,0,41248,DISTRIBUTION CENTER,Distribution Center,41430.0,36.0,26.5,29.0,73.5,77.6,1097192.0,1200287.0,0.0,265752.0,906782.0,1904.0,190447.0,16.44,0.3,No,Compliant,19584.0,47.57747,-122.3284072,2900 4TH AVE S,SEATTLE,WA,C,"2900 4TH AVE S,SEATTLE,WA"
2790,24225,2016,NonResidential,Warehouse,2900,2,GREATER DUWAMISH,1937,1.0,1.0,41248,0,41248,DISTRIBUTION CENTER,Distribution Center,41430.0,37.0,26.79999924,28.5,74.4,77.7,1108310.875,1180859.625,0.0,269114.5,918219.0,1900.920166,190092.0,16.5,0.4,False,Compliant,98134.0,47.57747,-122.32843999999999,2900 4th ave. so.,Seattle,WA,C,"2900 4th ave. so.,Seattle,WA"
1180,24227,2015,NonResidential,Other,OLD PACIFIC INDUSTRIAL SUPPLY,2,GREATER DUWAMISH,2009,1.0,1.0,36400,0,36400,"OTHER, RETAIL STORE",Other,21400.0,,42.8,43.7,91.9,94.6,1558348.0,1589542.0,0.0,239844.0,818382.0,7400.0,740000.0,45.01,1.14,No,Compliant,19584.0,47.57587,-122.3281469,2960 4TH AVE S,SEATTLE,WA,NC,"2960 4TH AVE S,SEATTLE,WA"
2791,24227,2016,NonResidential,Other,2960 4th Ave S (Old Pacific Industrial Supply),2,GREATER DUWAMISH,2009,1.0,1.0,36400,0,36400,"OTHER, RETAIL STORE",Other,21400.0,,43.09999847,45.0,91.4,94.7,1567746.75,1638043.5,0.0,235695.7031,804194.0,7635.529785,763553.0,46.16,1.27,False,Compliant,98134.0,47.57587,-122.32789,2960 4th Ave S,Seattle,WA,NC,"2960 4th Ave S,Seattle,WA"
1181,24240,2015,NonResidential,Other,CENTURYLINK: WEST CO,1,SOUTHWEST,1920,1.0,1.0,31332,0,31332,OTHER,Other,31332.0,,116.3,114.0,365.1,358.0,3643112.0,3572227.0,0.0,1067735.0,3643263.0,0.0,0.0,25.4,0.31,No,Compliant,18795.0,47.56398,-122.3871858,4415 CALIFORNIA AVE SW,SEATTLE,WA,NC,"4415 CALIFORNIA AVE SW,SEATTLE,WA"
2792,24240,2016,NonResidential,Other,WEST,1,SOUTHWEST,1920,1.0,1.0,31332,0,31332,OTHER,Other,31332.0,,114.0,114.0,358.1,358.1,3573328.25,3573328.25,0.0,1047282.5,3573328.0,0.0,0.0,24.91,0.8,False,Compliant,98116.0,47.56398,-122.38727,4427 CALIFORNIA AVE SW,Seattle,WA,NC,"4427 CALIFORNIA AVE SW,Seattle,WA"
1182,24244,2015,NonResidential,Other,WESTSIDE PRESBYTERIAN CHURCH,1,SOUTHWEST,1948,1.0,2.0,35864,0,35864,WORSHIP FACILITY,Worship Facility,35864.0,75.0,34.4,43.2,63.6,75.4,1234149.0,1549490.0,0.0,138312.0,471940.0,7622.0,762228.0,43.77,1.16,No,Compliant,18795.0,47.57177,-122.387161,3601 CALIFORNIA AVE SW,SEATTLE,WA,A,"3601 CALIFORNIA AVE SW,SEATTLE,WA"
2793,24244,2016,NonResidential,Other,West Side Presbyterian Church,1,SOUTHWEST,1948,1.0,2.0,35864,0,35864,WORSHIP FACILITY,Worship Facility,35864.0,75.0,34.20000076,39.20000076,63.2,69.8,1228113.5,1404208.25,0.0,137113.9063,467833.0,7602.810059,760281.0,43.64,1.22,False,Compliant,98116.0,47.57177,-122.38716000000001,3601 California Ave SW,Seattle,WA,A,"3601 California Ave SW,Seattle,WA"
1183,24250,2015,NonResidential,Other,ST GEORGE PARISH,2,GREATER DUWAMISH,1954,1.0,1.0,20484,0,20484,WORSHIP FACILITY,Worship Facility,20484.0,70.0,39.9,50.2,53.0,64.4,818317.0,1028341.0,0.0,31800.0,108506.0,7098.0,709816.0,38.45,1.85,No,Compliant,18388.0,47.55464,-122.3152868,5306 13TH AVE S,SEATTLE,WA,A,"5306 13TH AVE S,SEATTLE,WA"
2794,24250,2016,NonResidential,Other,St. George Parish,2,GREATER DUWAMISH,1954,1.0,1.0,20484,0,20484,WORSHIP FACILITY,Worship Facility,20484.0,69.0,40.20000076,46.90000153,53.9,61.4,822636.625,961253.6875,0.0,33717.30078,115043.0,7075.929687999999,707593.0,38.38,1.87,False,Compliant,98108.0,47.55464,-122.31576000000001,5306 13th Ave. S.,Seattle,WA,A,"5306 13th Ave. S.,Seattle,WA"
1184,24252,2015,NonResidential,Office,SPRINGBROOK BLDG,4,NORTHEAST,1984,1.0,4.0,45264,17622,27642,MEDICAL OFFICE,Medical Office,21743.0,8.0,78.0,81.3,244.8,255.4,1695067.0,1768692.0,0.0,496796.0,1695138.0,0.0,0.0,11.82,0.1,No,Compliant,18383.0,47.66169,-122.2862292,4540 SAND POINT WAY NE,SEATTLE,WA,D,"4540 SAND POINT WAY NE,SEATTLE,WA"
2795,24252,2016,NonResidential,Office,Springbrook Building,4,NORTHEAST,1984,1.0,4.0,45264,17622,27642,MEDICAL OFFICE,Medical Office,21743.0,4.0,85.09999847,85.09999847,267.1,267.1,1849331.25,1849331.25,0.0,542007.875,1849331.0,0.0,0.0,12.89,0.28,False,Compliant,98105.0,47.66169,-122.28558000000001,4500 Sandpoint Way NE,Seattle,WA,D,"4500 Sandpoint Way NE,Seattle,WA"
1185,24253,2015,NonResidential,Office,SPRINGBROOK BLDG LLC 4540,4,NORTHEAST,1987,1.0,4.0,36932,14576,22356,MEDICAL OFFICE,Medical Office,27642.0,,100.6,100.6,315.9,315.9,2781314.0,2781314.0,0.0,815156.0,2781429.0,0.0,0.0,19.39,0.2,No,Compliant,18383.0,47.661590000000004,-122.2862292,4500 SAND POINT WAY NE,SEATTLE,WA,NC,"4500 SAND POINT WAY NE,SEATTLE,WA"
2796,24253,2016,NonResidential,Office,Springbrook Building LLC 4540,4,NORTHEAST,1987,2.0,4.0,36932,14576,22356,MEDICAL OFFICE,Medical Office,27642.0,,102.1999969,102.1999969,320.8,320.8,2824096.75,2824096.75,0.0,827695.3125,2824096.0,0.0,0.0,19.69,0.53,False,Compliant,98105.0,47.661590000000004,-122.28606,4540 Sandpoint Way NE,Seattle,WA,NC,"4540 Sandpoint Way NE,Seattle,WA"
1186,24259,2015,NonResidential,Other,SEATTLE MEDICAL POST ACUTE CARE,3,CENTRAL,1973,1.0,4.0,45082,0,45082,OTHER/SPECIALTY HOSPITAL,Other/Specialty Hospital,45082.0,,104.3,112.8,239.8,261.5,4700552.0,5085157.0,0.0,823671.0,2810483.0,18902.0,1890186.0,119.98,2.39,No,Compliant,19578.0,47.60775,-122.3123511,555 16TH AVE,SEATTLE,WA,NC,"555 16TH AVE,SEATTLE,WA"
2797,24259,2016,NonResidential,Other,Seattle Medical Post Acute Care,3,CENTRAL,1973,1.0,4.0,45082,0,45082,OTHER/SPECIALTY HOSPITAL,Other/Specialty Hospital,45082.0,,94.5,98.19999695,232.8,244.2,4262316.5,4426520.0,0.0,844015.125,2879780.0,13825.37012,1382537.0,93.5,2.07,False,Compliant,98122.0,47.60775,-122.31198,555 16th Ave,Seattle,WA,NC,"555 16th Ave,Seattle,WA"
1187,24270,2015,NonResidential,Other,PHINNEY RIDGE LUTHERAN CHURCH,6,NORTHWEST,1951,1.0,2.0,41600,0,41600,WORSHIP FACILITY,Worship Facility,41600.0,60.0,28.6,35.6,64.1,75.8,1189432.0,1481282.0,0.0,198536.0,677434.0,5120.0,512026.0,31.92,0.7,No,Compliant,18377.0,47.68351,-122.3547242,7502 GREENWOOD AVE N,SEATTLE,WA,B,"7502 GREENWOOD AVE N,SEATTLE,WA"
2798,24270,2016,NonResidential,Other,Phinney Ridge Lutheran Church,6,NORTHWEST,1951,0.0,2.0,41600,0,41600,WORSHIP FACILITY,Worship Facility,41600.0,58.0,28.70000076,33.09999847,65.5,72.8,1195165.25,1376059.25,0.0,206352.5938,704075.0,4910.900390999999,491090.0,30.99,0.74,False,Compliant,98103.0,47.68351,-122.35481999999999,7500 Greenwood Ave N,Seattle,WA,B,"7500 Greenwood Ave N,Seattle,WA"
1188,24274,2015,NonResidential,Office,THE HART FORD,4,LAKE UNION,1960,1.0,2.0,34110,0,34110,OFFICE,Office,34110.0,31.0,75.0,75.8,235.6,238.0,2559486.0,2585176.0,0.0,750143.0,2559592.0,0.0,0.0,17.84,0.2,No,Compliant,18376.0,47.635670000000005,-122.3251075,1820 EASTLAKE AVE E,SEATTLE,WA,C,"1820 EASTLAKE AVE E,SEATTLE,WA"
2799,24274,2016,NonResidential,Office,Bonneville International,4,LAKE UNION,1960,1.0,2.0,34110,0,34110,OFFICE,Office,34110.0,31.0,75.19999695,76.0,236.0,238.7,2563985.5,2592728.0,0.0,751461.125,2563985.0,0.0,0.0,17.87,0.52,False,Compliant,98102.0,47.635670000000005,-122.32522,1820 East Lake Ave,Seattle,WA,C,"1820 East Lake Ave,Seattle,WA"
1189,24332,2015,NonResidential,Warehouse,SEATTLE CONSERVATION CORP/CLARK,2,GREATER DUWAMISH,1970,1.0,1.0,23750,0,23750,"NON-REFRIGERATED WAREHOUSE, OFFICE",Non-Refrigerated Warehouse,19430.0,,25.8,25.8,80.9,80.9,538740.0,538740.0,0.0,157896.0,538763.0,0.0,0.0,3.76,0.06,No,Compliant,19584.0,47.57798,-122.3279704,422 S FOREST ST,SEATTLE,WA,NC,"422 S FOREST ST,SEATTLE,WA"
2800,24332,2016,NonResidential,Warehouse,4th&Forest,2,GREATER DUWAMISH,1970,1.0,1.0,23750,0,23750,"NON-REFRIGERATED WAREHOUSE, OFFICE",Non-Refrigerated Warehouse,19430.0,,25.0,25.0,78.6,78.6,522972.1875,522972.1875,0.0,153274.4063,522972.0,0.0,0.0,3.65,0.15,False,Compliant,98116.0,47.57798,-122.32783,422 South Forest,Seattle,WA,NC,"422 South Forest,Seattle,WA"
